 !
 ! Automatically generated file from inputs/mk1_data/soar/aedb_dvs/soar_dvs_a.aero
 ! for aero coefficient CL0
 ! do not modify its content
 !
 ! mach (-), aoa (deg), coefficient (-)
 !
 0.5000000000000000E+00 -0.5000000000000000E+01 -0.4669823215780000E-01
 0.5000000000000000E+00 -0.4500000000000000E+01 -0.3383394268800000E-01
 0.5000000000000000E+00 -0.4000000000000000E+01 -0.2094096148470000E-01
 0.5000000000000000E+00 -0.3500000000000000E+01 -0.8020115752980001E-02
 0.5000000000000000E+00 -0.3000000000000000E+01  0.4927698404810000E-02
 0.5000000000000000E+00 -0.2500000000000000E+01  0.1790151056630000E-01
 0.5000000000000000E+00 -0.2000000000000000E+01  0.3090027353360000E-01
 0.5000000000000000E+00 -0.1500000000000000E+01  0.4392286411180000E-01
 0.5000000000000000E+00 -0.1000000000000000E+01  0.5696808730470000E-01
 0.5000000000000000E+00 -0.5000000000000000E+00  0.7003468402450000E-01
 0.5000000000000000E+00  0.0000000000000000E+00  0.8312134231660000E-01
 0.5000000000000000E+00  0.5000000000000000E+00  0.9622671200230000E-01
 0.5000000000000000E+00  0.1000000000000000E+01  0.1093494225470000E+00
 0.5000000000000000E+00  0.1500000000000000E+01  0.1224881038620000E+00
 0.5000000000000000E+00  0.2000000000000000E+01  0.1356414096660000E+00
 0.5000000000000000E+00  0.2500000000000000E+01  0.1488080429370000E+00
 0.5000000000000000E+00  0.3000000000000000E+01  0.1619867829270000E+00
 0.5000000000000000E+00  0.3500000000000000E+01  0.1751765131410000E+00
 0.5000000000000000E+00  0.4000000000000000E+01  0.1883762496440000E+00
 0.5000000000000000E+00  0.4500000000000000E+01  0.2015851690300000E+00
 0.5000000000000000E+00  0.5000000000000000E+01  0.2148026353610000E+00
 0.5000000000000000E+00  0.5500000000000000E+01  0.2280282254160000E+00
 0.5000000000000000E+00  0.6000000000000000E+01  0.2412617515740000E+00
 0.5000000000000000E+00  0.6500000000000000E+01  0.2545032817450000E+00
 0.5000000000000000E+00  0.7000000000000000E+01  0.2677531557610000E+00
 0.5000000000000000E+00  0.7500000000000000E+01  0.2810119977610000E+00
 0.5000000000000000E+00  0.8000000000000000E+01  0.2942807241600000E+00
 0.5000000000000000E+00  0.8500000000000000E+01  0.3075605468890000E+00
 0.5000000000000000E+00  0.9000000000000000E+01  0.3208529717140000E+00
 0.5000000000000000E+00  0.9500000000000000E+01  0.3341597915280000E+00
 0.5000000000000000E+00  0.1000000000000000E+02  0.3474830746410000E+00
 0.5000000000000000E+00  0.1050000000000000E+02  0.3608251482070000E+00
 0.5000000000000000E+00  0.1100000000000000E+02  0.3741885770080000E+00
 0.5000000000000000E+00  0.1150000000000000E+02  0.3875761379680000E+00
 0.5000000000000000E+00  0.1200000000000000E+02  0.4009907908220000E+00
 0.5000000000000000E+00  0.1250000000000000E+02  0.4144356454640000E+00
 0.5000000000000000E+00  0.1300000000000000E+02  0.4279139265960000E+00
 0.5000000000000000E+00  0.1350000000000000E+02  0.4414289363010000E+00
 0.5000000000000000E+00  0.1400000000000000E+02  0.4549840152770000E+00
 0.5000000000000000E+00  0.1450000000000000E+02  0.4685825034140000E+00
