   5.658510e+00  -7.751404e-02   3.861184e-01   4.619023e-01  -3.908955e-01   3.753295e-01   3.312122e-01   4.221714e-01
   2.677305e+00  -5.115770e-01   1.319128e+00  -4.497974e-01   7.493641e-03  -1.867205e-01   3.530261e-01   4.869990e-01
   6.799957e+00  -1.137039e-01  -2.437832e-01  -3.862050e-01   1.384687e-01  -3.091393e-01   2.151840e-01   3.685627e-01
   6.497613e+00   4.311060e-01  -2.044490e-02  -4.626261e-01  -3.700591e-01  -3.250491e-01   2.672870e-01   4.215049e-01
   9.027679e-01   8.654725e-01   1.379132e+00   7.054853e-02  -2.723841e-01  -4.242301e-01  -4.795523e-02   1.850564e+00
   5.491128e+00   9.911822e-01   1.550886e-01   1.102320e-01  -4.599161e-01   2.384407e-01   2.898086e-01   4.023877e-01
   2.873572e+00   9.627131e-01   2.677839e+00  -5.644013e-02  -2.036077e-01   3.259545e-01   3.171856e-01   1.746303e+00
   1.521428e+00   1.733869e-01   7.882317e-01  -1.215310e-01  -3.268143e-01  -4.356811e-01  -1.980154e-01   6.785352e-01
   1.628598e+00  -4.088531e-01   2.819100e+00  -2.639071e-01   1.126380e-01   4.676186e-01   3.902580e-01   1.942152e+00
   3.008918e+00   5.358101e-01   2.337955e+00  -1.504394e-01   1.829338e-01  -3.331893e-01  -6.265015e-02   1.439400e+00
   2.488039e+00  -2.682589e-01   2.279932e+00   2.391810e-01   3.222600e-01   8.187778e-02   1.460949e-01   1.325335e+00
   6.710438e+00  -1.287978e-01   2.488429e+00   3.292080e-02  -4.491581e-02   9.126589e-02   1.102349e-01   2.288910e+00
   3.727526e+00  -7.702388e-01   1.684420e+00   1.963837e-03  -3.314981e-01  -2.939622e-01   4.006826e-01   1.316440e+00
   5.439034e+00  -5.267664e-01   2.762102e+00  -2.486128e-01   4.936181e-01  -3.605982e-01   3.829401e-01   1.894747e+00
   5.156238e+00   5.002600e-01   2.956985e+00   4.177278e-01  -1.899912e-01  -1.656018e-01   1.659530e-01   1.971628e+00
   7.672263e-01  -4.598572e-02  -9.780536e-01   4.351200e-01   3.720298e-01  -2.098215e-01   1.923478e-01  -3.017551e-01
   7.727787e+00   6.183878e-03  -1.517960e-01  -2.384161e-01  -3.446456e-01  -4.662925e-01  -5.613012e-02   3.988509e-01
   6.156773e+00   8.296847e-01   6.562726e-01  -8.688983e-02   2.441854e-01  -1.808836e-01   2.026219e-01   4.105693e-01
   1.896148e+00   2.342586e-01  -8.791684e-02   2.234784e-01  -4.197778e-02   2.598717e-01  -1.396516e-01   3.585710e-02
   5.958149e+00   3.772858e-01  -5.268728e-01  -3.487202e-01   1.671642e-01   1.391734e-01   1.001777e-02   2.819111e-01
   7.133341e+00   2.052210e-01   7.486561e-01   3.596077e-01   4.019231e-01   2.535404e-01   4.473155e-01   3.583071e-01
   4.118035e+00   5.690040e-01   2.046610e+00   3.386867e-01   3.072238e-01   3.132470e-01   1.714716e-01   1.363204e+00
   7.280103e-01   4.593346e-01   1.810870e+00   4.718953e-01  -9.478270e-02   1.658282e-01   4.397159e-01   1.819447e+00
   2.016321e+00  -6.528923e-01   1.097729e+00  -1.717612e-01  -2.871558e-01   1.002871e-01   2.131606e-02   5.321994e-01
   1.834028e+00  -9.736708e-01  -3.670716e-01  -3.582289e-01  -7.838926e-03   4.841687e-01  -4.653822e-03  -3.151002e-02
   7.013892e+00  -3.026339e-01  -8.179050e-01   3.975690e-01  -1.738469e-01  -4.921669e-01   4.017821e-02   2.912232e-01
   1.460560e+00   7.202232e-01   6.727845e-02  -4.735684e-01  -4.895013e-01   1.928387e-01   4.816196e-01   9.844394e-02
   7.462188e+00  -6.746392e-01   1.899309e+00   3.432696e-01  -1.094398e-01  -6.449703e-02   7.533808e-02   2.632925e+00
   3.136328e+00  -8.273145e-01  -7.259191e-01  -2.807008e-01   2.709412e-01  -2.326119e-01  -1.811811e-01  -5.635198e-02
   6.595975e+00  -3.332729e-01   8.502114e-01  -3.760873e-01   3.443637e-01   1.439364e-01   2.207773e-01   4.671893e-01
   9.672981e-01  -7.268895e-01  -5.657137e-01   2.858357e-01  -4.181602e-01   4.040699e-01  -2.500257e-02  -1.201098e-01
   7.854191e+00  -3.733295e-01   1.551526e+00   3.138752e-01   2.222560e-01  -7.564647e-02  -1.454009e-01   2.746707e+00
   3.686116e+00   9.354701e-01   1.983604e+00  -2.213061e-01   4.713419e-02  -9.512416e-02   1.211040e-01   1.330169e+00
   3.404529e+00  -2.501953e-01   2.928967e+00  -3.464536e-02  -4.027238e-01  -2.495881e-01   2.975320e-01   1.956866e+00
   1.223398e+00   8.026681e-01  -2.734244e-01   4.886969e-01   3.641374e-01   6.522654e-02   1.012465e-01  -3.417551e-02
